window_id,target_id,window_role,stage,model_id,model_family,horizon_days,forecast_count,lag_in_origin_sequence,residual_acf,residual_bias,residual_skewness,residual_excess_kurtosis,median_absolute_error,q95_absolute_error,ljung_box_lag,ljung_box_statistic,ljung_box_p_value,ljung_box_caveat
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,2,61,7,0.10844902611409935,0.007301083485533747,0.4107746101287191,1.2127049124452345,0.03972632419676324,0.3160241877708849,10,5.849808977594925,0.8277197870206408,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,2,61,8,0.02944474721913129,0.007301083485533747,0.4107746101287191,1.2127049124452345,0.03972632419676324,0.3160241877708849,10,5.849808977594925,0.8277197870206408,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,2,61,9,0.1374060198562636,0.007301083485533747,0.4107746101287191,1.2127049124452345,0.03972632419676324,0.3160241877708849,10,5.849808977594925,0.8277197870206408,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,2,61,10,-0.04554216797584946,0.007301083485533747,0.4107746101287191,1.2127049124452345,0.03972632419676324,0.3160241877708849,10,5.849808977594925,0.8277197870206408,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,0,1.0,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,1,-0.11916953096507882,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,2,-0.02724690695792366,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,3,0.12252900718939697,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,4,-0.04983916740663184,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,5,0.12825229716296602,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,6,0.15678092046837197,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
middle_stable_2009_2016,mid_E2_B,primary,evaluation,arima_ar1,ARIMA,7,58,7,-0.023496065609627834,-0.04676245919279833,1.2297040017661205,5.206799428961983,0.06870720056784102,0.31760922016943144,10,7.543667729464487,0.6733136789065876,approximate_with_skipped_origins_overlap_selection_and_heavy_tails
